left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,left_ankle_angle,right_ankle_angle,spine_angle,torso_lean,left_knee_lateral,right_knee_lateral,symmetry_score,hip_depth,video_file,frame,label
120.25441059777776,102.11028912512754,149.682785536512,141.05942587684194,77.30243046802455,70.4344005166391,149.682785536512,95.28665214041132,0.0779562592506408,0.0908343493938446,26.76748113232027,0.4448150396347046,co1.mp4,0,0
132.22394905758733,116.93025600681361,164.20549563723722,146.066398054935,77.30243046802455,70.4344005166391,149.682785536512,95.28665214041132,0.0779562592506408,0.0908343493938446,26.76748113232027,0.4448150396347046,co1.mp4,0,1
120.25441059777776,102.11028912512754,149.682785536512,141.05942587684194,77.30243046802455,70.4344005166391,139.12079546076959,108.97583783401873,0.0779562592506408,0.0908343493938446,26.76748113232027,0.4448150396347046,co1.mp4,0,2
102.03428736621399,83.88775061437894,149.682785536512,141.05942587684194,77.30243046802455,70.4344005166391,149.682785536512,95.28665214041132,0.12187495068487968,0.14070197850730431,26.76748113232027,0.4448150396347046,co1.mp4,0,3
120.25441059777776,102.11028912512754,149.682785536512,141.05942587684194,101.23404982883363,84.99630434743747,149.682785536512,95.28665214041132,0.0779562592506408,0.0908343493938446,26.76748113232027,0.4448150396347046,co1.mp4,0,4
133.24451276249079,102.79736076840926,150.18785004428912,135.021835937095,77.30243046802455,70.4344005166391,149.682785536512,95.28665214041132,0.0779562592506408,0.0908343493938446,26.76748113232027,0.4448150396347046,co1.mp4,0,5
101.94151667498156,96.06812273966992,148.79452454903054,142.08676605674012,67.5651621578937,64.17976804112256,148.79452454903054,95.3532771363089,0.0779840946197509,0.0910518765449523,12.581152427602078,0.4448459148406982,co1.mp4,1,0
121.6059357059761,111.49458598564057,159.52773326607917,151.51724087306752,67.5651621578937,64.17976804112256,148.79452454903054,95.3532771363089,0.0779840946197509,0.0910518765449523,12.581152427602078,0.4448459148406982,co1.mp4,1,1
101.94151667498156,96.06812273966992,148.79452454903054,142.08676605674012,67.5651621578937,64.17976804112256,140.08607269812074,106.17458664061226,0.0779840946197509,0.0910518765449523,12.581152427602078,0.4448459148406982,co1.mp4,1,2
84.82744378725755,77.55589105503175,148.79452454903054,142.08676605674012,67.5651621578937,64.17976804112256,148.79452454903054,95.3532771363089,0.1000379962782388,0.11696809683941026,12.581152427602078,0.4448459148406982,co1.mp4,1,3
101.94151667498156,96.06812273966992,148.79452454903054,142.08676605674012,89.37377770603878,82.08364065032598,148.79452454903054,95.3532771363089,0.0779840946197509,0.0910518765449523,12.581152427602078,0.4448459148406982,co1.mp4,1,4
114.49767458312594,95.07041661144407,144.23459213332129,140.99400966015935,67.5651621578937,64.17976804112256,148.79452454903054,95.3532771363089,0.0779840946197509,0.0910518765449523,12.581152427602078,0.4448459148406982,co1.mp4,1,5
90.1866192706488,87.62460232616907,144.97186827058005,138.4070091214123,61.5193330631733,60.23035895317928,144.97186827058005,95.89198692319964,0.0786919593811035,0.0944751799106597,9.126876093647482,0.4495243728160858,co1.mp4,2,0
104.7199667730791,107.24205292994822,157.81966265599024,152.53279472472343,61.5193330631733,60.23035895317928,144.97186827058005,95.89198692319964,0.0786919593811035,0.0944751799106597,9.126876093647482,0.4495243728160858,co1.mp4,2,1
90.1866192706488,87.62460232616907,144.97186827058005,138.4070091214123,61.5193330631733,60.23035895317928,131.75365664043295,107.46821404218548,0.0786919593811035,0.0944751799106597,9.126876093647482,0.4495243728160858,co1.mp4,2,2
77.46994908093413,69.33790066037275,144.97186827058005,138.4070091214123,61.5193330631733,60.23035895317928,144.97186827058005,95.89198692319964,0.1156155530705645,0.12700088574988294,9.126876093647482,0.4495243728160858,co1.mp4,2,3
90.1866192706488,87.62460232616907,144.97186827058005,138.4070091214123,79.78581928524564,72.36548889197874,144.97186827058005,95.89198692319964,0.0786919593811035,0.0944751799106597,9.126876093647482,0.4495243728160858,co1.mp4,2,4
99.35878921217035,99.21482422752968,152.46671577537947,145.55902447080697,61.5193330631733,60.23035895317928,144.97186827058005,95.89198692319964,0.0786919593811035,0.0944751799106597,9.126876093647482,0.4495243728160858,co1.mp4,2,5
89.4489992940411,85.66364049926896,144.46481834982163,137.24112132740257,60.79104457358379,59.367474346167256,144.46481834982163,95.84651641424028,0.0793515443801879,0.0965299010276794,11.009055817191197,0.4515637159347534,co1.mp4,3,0
102.39040331156406,105.60066922392306,150.54872527252442,143.19696805252218,60.79104457358379,59.367474346167256,144.46481834982163,95.84651641424028,0.0793515443801879,0.0965299010276794,11.009055817191197,0.4515637159347534,co1.mp4,3,1
89.4489992940411,85.66364049926896,144.46481834982163,137.24112132740257,60.79104457358379,59.367474346167256,137.99877250394212,111.4086893112159,0.0793515443801879,0.0965299010276794,11.009055817191197,0.4515637159347534,co1.mp4,3,2
71.77524115124811,69.78828880608336,144.46481834982163,137.24112132740257,60.79104457358379,59.367474346167256,144.46481834982163,95.84651641424028,0.1223692482099971,0.11827846822927582,11.009055817191197,0.4515637159347534,co1.mp4,3,3
89.4489992940411,85.66364049926896,144.46481834982163,137.24112132740257,77.32755835487566,78.13197707720292,144.46481834982163,95.84651641424028,0.0793515443801879,0.0965299010276794,11.009055817191197,0.4515637159347534,co1.mp4,3,4
83.52174197446665,81.31264702729844,145.13223380848558,145.66610785912204,60.79104457358379,59.367474346167256,144.46481834982163,95.84651641424028,0.0793515443801879,0.0965299010276794,11.009055817191197,0.4515637159347534,co1.mp4,3,5
86.39085127469035,79.89033714301998,144.32674404421402,134.41379153192884,58.3492508295199,56.89687771138016,144.32674404421402,96.25722623786736,0.0806469321250915,0.1022681295871734,16.41346664395556,0.4573694169521332,co1.mp4,4,0
97.20660016795838,99.87283140745033,152.63545020947055,144.95941001562244,58.3492508295199,56.89687771138016,144.32674404421402,96.25722623786736,0.0806469321250915,0.1022681295871734,16.41346664395556,0.4573694169521332,co1.mp4,4,1
86.39085127469035,79.89033714301998,144.32674404421402,134.41379153192884,58.3492508295199,56.89687771138016,134.79102334863376,104.31053986496018,0.0806469321250915,0.1022681295871734,16.41346664395556,0.4573694169521332,co1.mp4,4,2
75.99149880199616,68.94858716652101,144.32674404421402,134.41379153192884,58.3492508295199,56.89687771138016,144.32674404421402,96.25722623786736,0.12526109052997694,0.1264302378341608,16.41346664395556,0.4573694169521332,co1.mp4,4,3
86.39085127469035,79.89033714301998,144.32674404421402,134.41379153192884,71.86355198483345,75.90958434566139,144.32674404421402,96.25722623786736,0.0806469321250915,0.1022681295871734,16.41346664395556,0.4573694169521332,co1.mp4,4,4
99.82370933502784,73.53485543701304,137.84024638275233,125.71118158010387,58.3492508295199,56.89687771138016,144.32674404421402,96.25722623786736,0.0806469321250915,0.1022681295871734,16.41346664395556,0.4573694169521332,co1.mp4,4,5
81.17819263159119,74.81232126723175,143.16579060215292,131.0343738799913,55.57605344286132,54.57043317679233,143.16579060215292,96.29615433398088,0.0815220475196838,0.1055154502391815,18.497288086521053,0.4602013826370239,co1.mp4,5,0
94.8405113553093,94.18157329889765,153.83728183347927,139.32895996997377,55.57605344286132,54.57043317679233,143.16579060215292,96.29615433398088,0.0815220475196838,0.1055154502391815,18.497288086521053,0.4602013826370239,co1.mp4,5,1
81.17819263159119,74.81232126723175,143.16579060215292,131.0343738799913,55.57605344286132,54.57043317679233,133.79830291531024,103.47429846626135,0.0815220475196838,0.1055154502391815,18.497288086521053,0.4602013826370239,co1.mp4,5,2
64.03707259688126,57.324439629687944,143.16579060215292,131.0343738799913,55.57605344286132,54.57043317679233,143.16579060215292,96.29615433398088,0.11532155775366916,0.1331903405233499,18.497288086521053,0.4602013826370239,co1.mp4,5,3
